rsci_uuid,READY_common_name,READY_additional_names,READY_sample_type,READY_physical_form,READY_natural-synthetic,READY_origination_date_edtf_1,READY_origination_date_edtf_2,READY_origination_date_edtf_3,READY_expiration_date_statement,READY_dim1_value,READY_dim1_lowestvalue,READY_dim1_highestvalue,READY_dim1_unit,READY_dim1_type,READY_dim1_note,READY_dim2_value,READY_dim2_lowestvalue,READY_dim2_highestvalue,READY_dim2_unit,READY_dim2_type,READY_dim2_note,READY_mixture_type,READY_mixture_note_ratio,READY_mixture_note_technique,READY_comp_pigment_name,READY_comp_pigment_INCOLLECTION,READY_comp_pigement_type,READY_comp_pigment_dim_value,READY_comp_pigment_dim_unit,READY_comp_pigment_dim_type,READY_comp_pigment_dim_note,READY_comp_basemix_INCOLLECTION,READY_comp_basemix_type,READY_comp_basemix_dim_value,READY_comp_basemix_dim_unit,READY_comp_basemix_dim_type,READY_comp_basemix_dim_note,READY_comp1_name,READY_comp1_INCOLLECTION,READY_comp1_type,READY_comp1_dim_value,READY_comp1_dim_unit,READY_comp1_dim_type,READY_comp1_dim_note,READY_comp2_name,READY_comp2_INCOLLECTION,READY_comp2_type,READY_comp2_dim_value,READY_comp2_dim_unit,READY_comp2_dim_type,READY_comp2_dim_note,READY_comp3_name,READY_comp3_INCOLLECTION,READY_comp3_type,READY_comp3_dim_value,READY_comp3_dim_unit,READY_comp3_dim_type,READY_comp3_dim_note,facet_type_value_uuid,Acquired By,Acquired By (CLEAN_1),Acquired By (CLEAN_2),Acquired By (Institution_1),Acquired By (Institution_2),Acquired From,Acquired From (CLEAN_1),Acquired From (CLEAN_2),Acquired From (Institution_1a),Acquired From (Institution_1b),Acquired From (Institution_2a),Acquired From (NOTE),Acquisition Date,Acquisition Date__edtf,Acquisition Date__begin_of_the_begin,Acquisition Date__end_of_the_begin,Acquisition Date__begin_of_the_end,Acquisition Date__end_of_the_end,Additional Names,Additional Classification,gbif_uri,gbif_canonical_name,gbif_vernacular_name,Barcode No.,Barcode Prefix,Catalog No.,Certified Standard?,Chem Composition Confirmed,Chemical (CAS) No.,Chemical Formula,Chemical Name,Collection Name,Color,color_use,color_split 1,color_split 2,color_split 3,Color Index (CI) No.,Common Name,Component1,comp1_n,comp1_g,comp1_p,Component2,comp2_n,comp2_g,comp2_p,Component3,Compound Type,Contact Name,E-Mail,Experiments,Fire Safety,Formulation,Full Barcode,Geographic Origin,admin_1 (country),admin_1_geonames,admin_2,admin_2_geonames,specific_place,specific_place_uri,latitude,longitude,specific_geojson,specific_place_2,specific_place_uri_2,latitude_2,longitude_2,specific_geojson_2,geo_note,geo_check,geo_method,Grid Location,Health Safety,Manufacturer,Manufacturer (CLEAN),Manufacturer (NOTE),Mass or Volume,Mixture Pigment,Mixture Type,MSDS Sheet?,Natural/Synthetic,Notes,Old Barcode,Origination Date,origination_date_statement,origin_date_begin_of_begin,origin_date_end_of_begin,origin_date_begin_of_end,origin_date_end_of_end,Other Safety,Part of a Collection?,Phone No.,Physical Form,Preparation,Reactivity Safety,Sample Type,Typical Use,Warning Field
f5714fe2-857a-4a2b-a477-7ef9122bbda6,Copaiba Oil,,oil,"Transparent, Liquid",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,A. Prouss---Fed. U. Minas Gerais,A. Prouss,,Federal University of Minas Gerais,,,,1992,1992,1992-01-01,1992-01-01,1992-12-31,1992-12-31,Pau d'oleo; Óleo de Copaiba,,,,,10745.0,OIL,Oil001,,,8013-97-6,,,,Amber,Amber,,,,,Copaiba Oil,,,,,,,,,,Organic,,,,,,OIL10745,"Minas Gerais, Brazil",,,,,Vila Minas Gerais,https://www.geonames.org/3386073,-5.20866,-36.99607,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                -36.9870389387409,
                -5.217656838751427
            ],
            [
                -36.9870389387409,
                -5.199669541248573
            ],
            [
                -37.00510056125909,
                -5.199669541248573
            ],
            [
                -37.00510056125909,
                -5.217656838751427
            ],
            [
                -36.9870389387409,
                -5.217656838751427
            ]
        ]
    ]
}",,,,,,,,,"6-B-22, 23 or 24",,,,,,,,No,Natural,,OIL0291,,,,,,,,,,"Transparent, Liquid",,,Oil,Vehicle / Solvent,
f5716319-ff40-4467-9b82-59f6a9c6083a,Kira mica 42,,pigment,Slide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,E. W. Forbes Collection,E. W. Forbes Collection,,,,,,,,,,,,,,,,,14723.0,PIG,Forbes: 1.20.5,,,,,,,White,White,,,,,Kira mica 42,,,,,,,,,,Inorganic,,,,,,PIG14723,,,,,,,,,,,,,,,,,revisit,Low confidence Geonames,"aisle 10, column 31",,,,,,,,Doesn't exist,,"Pigment Box 1, #17; duplicate set in Analytical Lab ",PIG0082,,,,,,,,,,Slide,,,Pigment,Colorant,
f5731a9a-1a00-42f1-bdcb-a9b91146e8a9,Prussian Blue,,pigment,"Opaque, Powder",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,A. Rothe---JPGM,A. Rothe,,J. Paul Getty Museum (JPGM),,,,,,,,,1992,1992,1992-01-01,1992-01-01,1992-12-31,1992-12-31,,,,,,11235.0,PIG,,,,14038-43-8,Fe4[Fe(CN)6]3,ferric ferrocyanide,,Blue,Blue,,,,77519,Prussian Blue,,,,,,,,,,Inorganic,,,,,,PIG11235,,,,,,,,,,,,,,,,,revisit,Low confidence Geonames,9-F-9,2.0,,,,,,,No,Synthetic,,PIG0537,,,,,,,,,,"Opaque, Powder",Commercial,,Pigment,Colorant,
f579df67-474d-4bee-92d7-2e1a7e32cfce,Spalerite,,"raw material, inorganic",Slide,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,,,,,,,,,,,,,,,,,,,13652.0,RAWI,M-2f 3,,,,,,,,,,,,,Spalerite,,,,,,,,,,Inorganic,,,,,,RAWI13652,"Cedar Grove, NJ, USA",United States,https://www.geonames.org/6252001,New Jersey,https://www.geonames.org/5101760,Cedar Grove,https://www.geonames.org/5096371,40.85177,-74.22903,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                -74.21023122076089,
                40.83754599273446
            ],
            [
                -74.21023122076089,
                40.86598640726554
            ],
            [
                -74.2478387792391,
                40.86598640726554
            ],
            [
                -74.2478387792391,
                40.83754599273446
            ],
            [
                -74.21023122076089,
                40.83754599273446
            ]
        ]
    ]
}",,,,,,,,,"Anal. Chem Lab - L2, room 422",,R.P. Cargille Laboratories,R.P. Cargille Laboratories,,,,,No,Natural,"Cargille Reference Set No. M-2f, ""Light Transmitting Minerals""; dispersed in Canada balsam",,,,,,,,,,,Slide,Not applicable,,Raw Material - inorganic,,
f58694e5-8002-422a-9c84-660b5976ccfa,Alizarine Crimson,,"paint, oil-based",Solution,,,,,,75.0,,,Milliliter,Volume,,,,,,,,organic - organic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,,,,,,,,1993,1993,1993-01-01,1993-01-01,1993-12-31,1993-12-31,,,,,,13219.0,PNTO,Kremer 2361,,,,,,,Red,Red,,,,,Alizarine Crimson,,,,,,,,,,Mixture,,,,1.0,,PNTO13219,"Aichstetten, Germany",Germany,https://www.geonames.org/2921044,,,Aichstetten,https://www.geonames.org/6556053,47.8973,10.0565,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                10.1104486798216,
                47.86213339400557
            ],
            [
                10.1104486798216,
                47.92300704474468
            ],
            [
                9.998592280130632,
                47.92300704474468
            ],
            [
                9.998592280130632,
                47.86213339400557
            ],
            [
                10.1104486798216,
                47.86213339400557
            ]
        ]
    ]
}",,,,,,,,,"7-A-13, 14 or 15",1.0,Kremer Pigmente,Kremer-Pigmente,,75ml,,Organic - organic,Yes,,,,,,,,,,,,,Solution,Commercial,,"Paint, oil-based",Colorant,
f58aa1d7-2bf2-43b1-b482-1dae620c915f,Gum (95) / Wax (5.0),Gum Arabic / Beeswax,prepared mixture,Paint-out Plate,,1991-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,1097a72e-58e2-4b32-a195-6503577adc88,base mixture,,,,Base mixture measurement not listed in FileMaker Pro database,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,,,,,,,,,,,,,,Gum Arabic / Beeswax,,,,,14430.0,MIX,,,,,,,,,,,,,,Gum (95) / Wax (5.0),31.754 g gum arabic,31.754,g,gum arabic,1.662 g beeswax,1.662,g,beeswax,,Mixture,,,,,,MIX14430,,,,,,,,,,,,,,,,,revisit,Low confidence Geonames,"aisle 10, column 39",,Kremer Pigmente (components),Kremer-Pigmente,(components),,,,Doesn't exist,,method: weight by weight,MIX0604,05-13-91,,1991-05-13,1991-05-13,1991-05-13,1991-05-13,,,,Paint-out Plate,Recipe,,Prepared mixture,,
f58c2ee6-ec33-444f-a6c3-f179729a24e3,Orange II,,dye,Solution,synthetic,1980~,,,,,,,Milliliter,Volume,appx. 1 mL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,,,,,,,,ca. 1985,1985?,1983-01-01,1985-01-01,1985-12-31,1987-12-31,,,,,,16862.0,DYE,Schweppe # 13,,,633-96-5,C16H12N2O4S.Na,"4-((2-Hydroxy-1-naphthalenyl)azo)benzenesulfonic acid, monosodium salt",,Red,Red,,,,15510,Orange II,,,,,,,,,,Organic,,,,,,DYE16862,Germany,Germany,https://www.geonames.org/2921044,,,Germany,https://www.geonames.org/2921044,51.5,10.5,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                15.0418156516163,
                47.2701236047002
            ],
            [
                15.0418156516163,
                55.0583836008072
            ],
            [
                5.8663152683722,
                55.0583836008072
            ],
            [
                5.8663152683722,
                47.2701236047002
            ],
            [
                15.0418156516163,
                47.2701236047002
            ]
        ]
    ]
}",,,,,,,,,"Anal. Chem Lab - L2, room 422",,prepared by H. Schweppe,H. Schweppe,prepared by H. Schweppe,appx. 1 ml,,,No,Synthetic,sample in methanol; Schweppe Early Synthetic Dyes Collection,,ca. 1980,,1978-01-01,1980-01-01,1980-12-31,1982-12-31,,,,Solution,Commercial,,Dye,Colorant,
f58d264b-d8ef-4c6d-a58e-e458b90e9a35,"Poppy Oil, Sun Bleached",,oil,,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,,,,,,,,,,,,,,"from Papaver somniferum, Papaveraceae",,,,,10753.0,OIL,,,,8002-11-7,,,,,,,,,,"Poppy Oil, Sun Bleached",,,,,,,,,,Organic,,,,1.0,,OIL10753,,,,,,,,,,,,,,,,,revisit,Low confidence Geonames,6-D-20,0.0,Winsor & Newton,Winsor and Newton,,,,,No,Natural,,OIL0241,,,,,,,,,,,Commercial,0.0,Oil,Vehicle / Solvent,
f5987682-62ea-422c-8253-a97831e4f3b5,Carmine Lake,,dye,"Opaque, Powder",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,M. Corzo---GCI,M. Corzo,,Getty Conservation Institute (GCI),,,,,,,,,1993,1993,1993-01-01,1993-01-01,1993-12-31,1993-12-31,Cochineal with tin mordant (Al mordant?),,,,,15047.0,DYE,2,,,,,,,Red,Red,,,,,Carmine Lake,,,,,,,,,,Organic,,,,,,DYE15047,"Oaxaca, Mexico",,,,,Oaxaca,https://www.geonames.org/3522509,17.0,-96.5,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                -93.867426769925,
                15.657168600801
            ],
            [
                -93.867426769925,
                18.669688060344
            ],
            [
                -98.552707340054,
                18.669688060344
            ],
            [
                -98.552707340054,
                15.657168600801
            ],
            [
                -93.867426769925,
                15.657168600801
            ]
        ]
    ]
}",,,,,,,,,7-E-2,,,,,,,,Doesn't exist,Natural,Analysis showed presence of aluminum mordant,DYE0315,,,,,,,,,,"Opaque, Powder",,,Dye,Colorant,
f59a1b5c-7888-4f3d-b990-dd8282691cd3,Thalo Green (Yellow Shade),,"paint, oil-based, water mixable",Paint-out Plate,synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Casey Greet,Casey Greet,,,,Dick Blick Art Materials,Dick Blick Art Materials,,,,,,2004,2004,2004-01-01,2004-01-01,2004-12-31,2004-12-31,Phthalocyanine Green,,,,,17952.0,PNTOW,M306,,,,,,,Green,Green,,,,,Thalo Green (Yellow Shade),,,,,,,,,,Organic,,,Ambient aged,,,PNTOW17952,U.S.A.,United States,https://www.geonames.org/6252001,,,United States,https://www.geonames.org/6252001,39.76,-98.5,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                -66.94918572300003,
                18.910193684000003
            ],
            [
                -66.94918572300003,
                71.386662492
            ],
            [
                172.436429978,
                71.386662492
            ],
            [
                172.436429978,
                18.910193684000003
            ],
            [
                -66.94918572300003,
                18.910193684000003
            ]
        ]
    ]
}",,,,,,,,,"Aisle 10, column 38",3.0,Max Grumbacher,Max Grumbacher,,,,,No,Synthetic,,,,,,,,,,,,Paint-out Plate,Commercial,,"Paint, oil-based, water mixable",Colorant,0.0
f59a5291-d081-4fa6-898e-5b0649fe8fee,Imitation Silver FW Acrylic Ink,,ink,Solution,,2006,,,,1.0,,,Ounce,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Art Kaplan,Art Kaplan,,,,Dick Blick Art Materials,Dick Blick Art Materials,,,,,,2006,2006,2006-01-01,2006-01-01,2006-12-31,2006-12-31,,,,,,20516.0,INK,,,,,,,,Gray,Gray,,,,,Imitation Silver FW Acrylic Ink,,,,,,,,,,,,,,,,INK20516,England,,,,,England,https://www.geonames.org/6269131,52.16045,-0.70312,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                1.7689121033873,
                49.8646362595373
            ],
            [
                1.7689121033873,
                55.8116598334548
            ],
            [
                -6.41894185058714,
                55.8116598334548
            ],
            [
                -6.41894185058714,
                49.8646362595373
            ],
            [
                1.7689121033873,
                49.8646362595373
            ]
        ]
    ]
}",,,,,,,,,7-F-22 or 23,,Daler Rowney,Daler Rowney,,1 oz.,,,No,,,,2006,,2006-01-01,2006-01-01,2006-12-31,2006-12-31,,,,Solution,Commercial,,Ink,Colorant,
f5a372a2-ce9f-43b5-af80-91136c5ba4d9,Permanent alizarin crimson,,"paint, oil-based, water mixable",Paste,synthetic,,,,,37.0,,,Milliliter,Volume,,,,,,,,organic - organic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,,,,,,,,2004,2004,2004-01-01,2004-01-01,2004-12-31,2004-12-31,,,,,,18283.0,PNTOW,468,,,,,,,Red,Red,,,,,Permanent alizarin crimson,,,,,,,,,,Mixture,,,,1.0,,PNTOW18283,"London, England",,,,,London,https://www.geonames.org/2643743,51.50853,-0.12574,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                0.2811882683122086,
                51.297523767519486
            ],
            [
                0.2811882683122086,
                51.68293389615384
            ],
            [
                -0.4991631942360928,
                51.68293389615384
            ],
            [
                -0.4991631942360928,
                51.297523767519486
            ],
            [
                0.2811882683122086,
                51.297523767519486
            ]
        ]
    ]
}",,,,,,,,,7-B-14,1.0,Winsor & Newton,Winsor and Newton,,37 ml,,Organic - organic,Yes,Synthetic,"Artisan 1, Modified linseed oil + quinacridone-pyrroloidone",,,,,,,,,,,Paste,Commercial,0.0,"Paint, oil-based, water mixable",Colorant,
f5a3f0e5-bd6f-4e7e-9588-4f0589b6f6cc,Mineral wool,,textile,Slide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,McCrone Accessories & Components,McCrone Accessories & Components,,,,,,,,,,,,,,,,,15903.0,FAB,#51,,,,,,,,,,,,,Mineral wool,,,,,,,,,,,,,,,,FAB15903,,,,,,,,,,,,,,,,,revisit,Low confidence Geonames,"Anal. Chem Lab - L2, room 422",,,,,,,,No,,McCrone Particle Reference Set; dispersed in Aroclor,,,,,,,,,,,Slide,Commercial,,Fabric / Textile,,
f5abafe0-39e4-4136-af19-99d8a6c0ab3d,Pumice,,"stone, natural",Raw / Natural Form,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Art Kaplan,Art Kaplan,,,,Charles Schoettlin,Charles Schoettlin,,,,,,2011,2011,2011-01-01,2011-01-01,2011-12-31,2011-12-31,,,,,,23436.0,STNN,875,,,,,,Schoettlin Mineral Collection,Multi-colored,Multi-colored,,,,,Pumice,,,,,,,,,,Inorganic,Warren Schoettlin,WSchoettlin@yahoo.com,,,,STNN23436,State/Country: Ecuador; County: Galapagos IsI.; Town/Area: Santiago; Mine/Site: James Bay,,,,,Galapagos Islands,https://www.geonames.org/3658931,0.0,-90.5,"{
    ""type"": ""Point"",
    ""coordinates"": [
        -90.5,
        0.0
    ]
}",,,,,,,,Quick Geonames,"aisle 4, column 37, box 108",,,,,,,,Doesn't exist,Natural,,,,,,,,,,Yes,,Raw / Natural Form,Not applicable,,"Stone, natural",Other,
f5b06f49-d1b3-4384-b21b-eac1a403cb1e,Glue (80) / Egg (20),Rabbit Skin Glue / Whole Egg,prepared mixture,Base mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rabbit Skin Glue (Kremer Pigmente),,,5.0,Gram,Mass,,Whole Egg,,,1.25,Gram,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f5b636f9-0785-4278-a2a3-e5a3150e40ee,India Black FW Acrylic Ink,,ink,Solution,,2006,,,,1.0,,,Ounce,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Art Kaplan,Art Kaplan,,,,Dick Blick Art Materials,Dick Blick Art Materials,,,,,,2006,2006,2006-01-01,2006-01-01,2006-12-31,2006-12-31,,,,,,20486.0,INK,,,,,,,,Black,Black,,,,,India Black FW Acrylic Ink,,,,,,,,,,,,,,,,INK20486,England,,,,,England,https://www.geonames.org/6269131,52.16045,-0.70312,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                1.7689121033873,
                49.8646362595373
            ],
            [
                1.7689121033873,
                55.8116598334548
            ],
            [
                -6.41894185058714,
                55.8116598334548
            ],
            [
                -6.41894185058714,
                49.8646362595373
            ],
            [
                1.7689121033873,
                49.8646362595373
            ]
        ]
    ]
}",,,,,,,,,7-F-22 or 23,,Daler Rowney,Daler Rowney,,1 oz.,,,No,,,,2006,,2006-01-01,2006-01-01,2006-12-31,2006-12-31,,,,Solution,Commercial,,Ink,Colorant,
f5ba242b-edf9-4019-b896-69175c9b0ade,Conichalcite,,"stone, natural",Raw / Natural Form,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Art Kaplan,Art Kaplan,,,,Charles Schoettlin,Charles Schoettlin,,,,,,2011,2011,2011-01-01,2011-01-01,2011-12-31,2011-12-31,,,,,,22540.0,STNN,554,,,,,,Schoettlin Mineral Collection,Multi-colored,Multi-colored,,,,,Conichalcite,,,,,,,,,,Inorganic,Warren Schoettlin,WSchoettlin@yahoo.com,,,,STNN22540,State/Country: Mexico; County: Durango; Town/Area: Mapimi; Mine/Site: N/A,,,,,Durango,https://www.geonames.org/4011741,24.83333,-104.83333,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                -102.472696980293,
                22.3450837107085
            ],
            [
                -102.472696980293,
                26.8448759102349
            ],
            [
                -107.210132230309,
                26.8448759102349
            ],
            [
                -107.210132230309,
                22.3450837107085
            ],
            [
                -102.472696980293,
                22.3450837107085
            ]
        ]
    ]
}",,,,,,,,Quick Geonames,"aisle 4, column 37, box 115 ",,,,,,,,Doesn't exist,Natural,,,,,,,,,,Yes,,Raw / Natural Form,Not applicable,,"Stone, natural",Other,
f5c2a925-d317-4a04-9c12-c8a235e99152,Calcite,,"stone, natural",Raw / Natural Form,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Art Kaplan,Art Kaplan,,,,Charles Schoettlin,Charles Schoettlin,,,,,,2011,2011,2011-01-01,2011-01-01,2011-12-31,2011-12-31,,,,,,22070.0,STNN,1645,,,,,,Schoettlin Mineral Collection,Multi-colored,Multi-colored,,,,,Calcite,,,,,,,,,,Inorganic,Warren Schoettlin,WSchoettlin@yahoo.com,,,,STNN22070,State/Country: Mexico; County: N/A; Town/Area: Guanajuato; Mine/Site: Peregrina,,,,,Rio Arriba,https://www.geonames.org/5487732,36.50957,-106.69311,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                -105.5301,
                35.930636
            ],
            [
                -105.5301,
                37.000233
            ],
            [
                -107.626537,
                37.000233
            ],
            [
                -107.626537,
                35.930636
            ],
            [
                -105.5301,
                35.930636
            ]
        ]
    ]
}",,,,,,,,Quick Geonames,"aisle 4, column 38, box 34",,,,,,,,Doesn't exist,Natural,fluorescent,,,,,,,,,Yes,,Raw / Natural Form,Not applicable,,"Stone, natural",Other,
f5c3864d-18ff-4def-8bc9-97ec3ae4bc85,Vermilion,,"paint, oil-based","Opaque, Paste",,,,,,,,,,,,,,,,,,organic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,,,,,,,,,,,,,,,,,,,12034.0,PNTO,,,,,,,,Red,Red,,,,,Vermilion,,,,,,,,,,Mixture,,,,,,PNTO12034,"Shanghai, China",,,,,Shanghai,https://www.geonames.org/1796236,31.22222,121.45806,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                122.17985795469743,
                30.60900306922378
            ],
            [
                122.17985795469743,
                31.835441330776224
            ],
            [
                120.73625324530256,
                31.835441330776224
            ],
            [
                120.73625324530256,
                30.60900306922378
            ],
            [
                122.17985795469743,
                30.60900306922378
            ]
        ]
    ]
}",,,,,,,,,7-C-15,3.0,Marie's Oil Colours,Marie's Oil Colours,,,,Organic - inorganic,No,,,PNTO0289,,,,,,,,,,"Opaque, Paste",Commercial,,"Paint, oil-based",Colorant,0.0
f5cb8481-db4b-4f03-a95c-34626d1c8fe2,Lionol Yellow K-2R,,pigment,Powder,synthetic,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,Tom Learner,Tom Learner,,,,Tate Britain,Tate Britain,,,,,,2008,2008,2008-01-01,2008-01-01,2008-12-31,2008-12-31,,,,,,21167.0,PIG,,,,,,,,Yellow,Yellow,,,,PY169,Lionol Yellow K-2R,,,,,,,,,,Organic,,,,,,PIG21167,,,,,,,,,,,,,,,,,revisit,Low confidence Geonames,"9-A-1, 2, 3 or 4",,Toyo Ink,Toyo Ink,,,,,No,Synthetic,,,2003,,2003-01-01,2003-01-01,2003-12-31,2003-12-31,,,,Powder,Commercial,,Pigment,Colorant,
f5de948d-55b9-4a8b-83c9-f9c2fd4af646,Oil ( 20) / Resin (80),Linseed Oil / Dammar,prepared mixture,Base mixture,,,,,,,,,,,,,,,,,,,,Mixture prepared with 32.450 g of turpentine,,,,,,,,,,,,,,Linseed Oil (Kremer Pigmente),,,4.002,Gram,Mass,,Dammar Resin (Kremer Pigmente),,,16,Gram,Mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f5dfee34-4dba-4162-b6b0-520e6601c6b0,Rosemary Oil,,oil,,natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,"U.S.Customs Lab, Long Beach","U.S. Customs Lab, Long Beach",,,,,,,,,,,,"from Rosmarinum officinalis, Labiatae",,,,,15034.0,OIL,Customs Number:  0171,,,8000-25-7,,,,,,,,,,Rosemary Oil,,,,,,,,,,Organic,,,,,,OIL15034,USA,United States,https://www.geonames.org/6252001,,,United States,https://www.geonames.org/6252001,39.76,-98.5,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                -66.94918572300003,
                18.910193684000003
            ],
            [
                -66.94918572300003,
                71.386662492
            ],
            [
                172.436429978,
                71.386662492
            ],
            [
                172.436429978,
                18.910193684000003
            ],
            [
                -66.94918572300003,
                18.910193684000003
            ]
        ]
    ]
}",,,,,,,,,10-F-4,,,,,,,,No,Natural,,OIL0178,,,,,,,,,,,,,Oil,Vehicle / Solvent,
f5e18bb5-2158-4096-a424-e5a3517e65dc,Burnt Umber  - Series A,,"paint, watercolor","Opaque, Paste",,,,,,5.0,,,Milliliter,Volume,,,,,,,,organic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f697d7f2-4956-4b14-8910-c7ca673e74ca,,,,,,,,,,,,,1990-1991,1990/1991,1990-01-01,1990-01-01,1991-12-31,1991-12-31,,,,,,12062.0,PNTW,W133,,,,,,,Brown,Brown,,,,,Burnt Umber  - Series A,,,,,,,,,,Mixture,,,,,,PNTW12062,Japan,,,,,Japan,https://www.geonames.org/1861060,35.68536,139.75309,"{
    ""type"": ""Polygon"",
    ""coordinates"": [
        [
            [
                153.986844163,
                20.422746414
            ],
            [
                153.986844163,
                45.55608764
            ],
            [
                122.933653061,
                45.55608764
            ],
            [
                122.933653061,
                20.422746414
            ],
            [
                153.986844163,
                20.422746414
            ]
        ]
    ]
}",,,,,,,,,7-C-21,,"Holbein Works, Ltd.",Holbein Artist Materials Co.,,5 ml,,Organic - inorganic,No,,,PNTW0108,,,,,,,,,,"Opaque, Paste",Commercial,,"Paint, watercolor",Colorant,
